score,source,target
460,/workshop-files//belgrave.doc,/workshop-files//Sarjeant gallery.doc
445,/workshop-files//belgrave.doc,/workshop-files//NZSafetyAwards15Aug.doc
434,/workshop-files//belgrave.doc,/workshop-files//supreme court.doc
468,/workshop-files//belgrave.doc,/workshop-files//080507 - new prison welcomed.doc
23,/workshop-files//belgrave.doc,/workshop-files//kiwisaver amendment.doc
384,/workshop-files//belgrave.doc,/workshop-files//Geographical Indications 04.DOC
17,/workshop-files//belgrave.doc,/workshop-files//taiwan national day.doc
229,/workshop-files//belgrave.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
20,/workshop-files//belgrave.doc,/workshop-files//dhb changes.doc
19,/workshop-files//belgrave.doc,/workshop-files//dhb changes draft.doc
20,/workshop-files//belgrave.doc,/workshop-files//election date.doc
413,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Otago Heritage Seminar 10Oct02.doc
231,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Grey Power Manawatu 15 July.doc
480,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//aircare 24nov2005.doc
513,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//te papa 05.doc
315,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc
512,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Auckland roading projects start 21Nov03.doc
534,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//air nz future.doc
396,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
244,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//stalactites.doc
264,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//key reaction.doc
362,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Arts Pasifika Awards 2007 .doc
516,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//New NZSO CEO 8May02.doc
510,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Sargent gallery.doc
317,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Waitangi day Atawhai opening.doc
287,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//mccarthyism.doc
508,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Sarjeant gallery.doc
486,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//NZSafetyAwards15Aug.doc
528,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//supreme court.doc
399,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//080507 - new prison welcomed.doc
247,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//kiwisaver amendment.doc
431,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//Geographical Indications 04.DOC
240,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//taiwan national day.doc
12,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//NZ Music Month quiz answers 2006.doc
229,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//dhb changes.doc
247,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//dhb changes draft.doc
248,/workshop-files//Backup of NZ Music Month quiz answers 2006.wbk,/workshop-files//election date.doc
412,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Grey Power Manawatu 15 July.doc
190,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//aircare 24nov2005.doc
225,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//te papa 05.doc
583,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc
220,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Auckland roading projects start 21Nov03.doc
286,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//air nz future.doc
455,/workshop-files//Otago Heritage Seminar 10Oct02.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
337,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//stalactites.doc
410,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//key reaction.doc
514,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
195,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//New NZSO CEO 8May02.doc
215,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Sargent gallery.doc
552,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Waitangi day Atawhai opening.doc
398,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//mccarthyism.doc
188,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Sarjeant gallery.doc
184,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//NZSafetyAwards15Aug.doc
291,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//supreme court.doc
457,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//080507 - new prison welcomed.doc
342,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//kiwisaver amendment.doc
106,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//Geographical Indications 04.DOC
331,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//taiwan national day.doc
412,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
361,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//dhb changes.doc
335,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//dhb changes draft.doc
344,/workshop-files//Otago Heritage Seminar 10Oct02.doc,/workshop-files//election date.doc
505,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//aircare 24nov2005.doc
514,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//te papa 05.doc
284,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc
518,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Auckland roading projects start 21Nov03.doc
561,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//air nz future.doc
347,/workshop-files//Grey Power Manawatu 15 July.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
270,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//stalactites.doc
333,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//key reaction.doc
302,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
546,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//New NZSO CEO 8May02.doc
522,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Sargent gallery.doc
261,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Waitangi day Atawhai opening.doc
344,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//mccarthyism.doc
519,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Sarjeant gallery.doc
505,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//NZSafetyAwards15Aug.doc
555,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//supreme court.doc
340,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//080507 - new prison welcomed.doc
273,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//kiwisaver amendment.doc
441,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//Geographical Indications 04.DOC
260,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//taiwan national day.doc
224,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
257,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//dhb changes.doc
270,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//dhb changes draft.doc
272,/workshop-files//Grey Power Manawatu 15 July.doc,/workshop-files//election date.doc
155,/workshop-files//aircare 24nov2005.doc,/workshop-files//te papa 05.doc
614,/workshop-files//aircare 24nov2005.doc,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc
122,/workshop-files//aircare 24nov2005.doc,/workshop-files//Auckland roading projects start 21Nov03.doc
261,/workshop-files//aircare 24nov2005.doc,/workshop-files//air nz future.doc
573,/workshop-files//aircare 24nov2005.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
416,/workshop-files//aircare 24nov2005.doc,/workshop-files//stalactites.doc
488,/workshop-files//aircare 24nov2005.doc,/workshop-files//key reaction.doc
601,/workshop-files//aircare 24nov2005.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
105,/workshop-files//aircare 24nov2005.doc,/workshop-files//New NZSO CEO 8May02.doc
136,/workshop-files//aircare 24nov2005.doc,/workshop-files//Sargent gallery.doc
622,/workshop-files//aircare 24nov2005.doc,/workshop-files//Waitangi day Atawhai opening.doc
491,/workshop-files//aircare 24nov2005.doc,/workshop-files//mccarthyism.doc
116,/workshop-files//aircare 24nov2005.doc,/workshop-files//Sarjeant gallery.doc
73,/workshop-files//aircare 24nov2005.doc,/workshop-files//NZSafetyAwards15Aug.doc
241,/workshop-files//aircare 24nov2005.doc,/workshop-files//supreme court.doc
577,/workshop-files//aircare 24nov2005.doc,/workshop-files//080507 - new prison welcomed.doc
415,/workshop-files//aircare 24nov2005.doc,/workshop-files//kiwisaver amendment.doc
136,/workshop-files//aircare 24nov2005.doc,/workshop-files//Geographical Indications 04.DOC
404,/workshop-files//aircare 24nov2005.doc,/workshop-files//taiwan national day.doc
478,/workshop-files//aircare 24nov2005.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
430,/workshop-files//aircare 24nov2005.doc,/workshop-files//dhb changes.doc
411,/workshop-files//aircare 24nov2005.doc,/workshop-files//dhb changes draft.doc
415,/workshop-files//aircare 24nov2005.doc,/workshop-files//election date.doc
667,/workshop-files//te papa 05.doc,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc
184,/workshop-files//te papa 05.doc,/workshop-files//Auckland roading projects start 21Nov03.doc
200,/workshop-files//te papa 05.doc,/workshop-files//air nz future.doc
586,/workshop-files//te papa 05.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
405,/workshop-files//te papa 05.doc,/workshop-files//stalactites.doc
515,/workshop-files//te papa 05.doc,/workshop-files//key reaction.doc
612,/workshop-files//te papa 05.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
134,/workshop-files//te papa 05.doc,/workshop-files//New NZSO CEO 8May02.doc
180,/workshop-files//te papa 05.doc,/workshop-files//Sargent gallery.doc
635,/workshop-files//te papa 05.doc,/workshop-files//Waitangi day Atawhai opening.doc
492,/workshop-files//te papa 05.doc,/workshop-files//mccarthyism.doc
163,/workshop-files//te papa 05.doc,/workshop-files//Sarjeant gallery.doc
159,/workshop-files//te papa 05.doc,/workshop-files//NZSafetyAwards15Aug.doc
182,/workshop-files//te papa 05.doc,/workshop-files//supreme court.doc
581,/workshop-files//te papa 05.doc,/workshop-files//080507 - new prison welcomed.doc
402,/workshop-files//te papa 05.doc,/workshop-files//kiwisaver amendment.doc
169,/workshop-files//te papa 05.doc,/workshop-files//Geographical Indications 04.DOC
398,/workshop-files//te papa 05.doc,/workshop-files//taiwan national day.doc
490,/workshop-files//te papa 05.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
417,/workshop-files//te papa 05.doc,/workshop-files//dhb changes.doc
396,/workshop-files//te papa 05.doc,/workshop-files//dhb changes draft.doc
401,/workshop-files//te papa 05.doc,/workshop-files//election date.doc
656,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//Auckland roading projects start 21Nov03.doc
697,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//air nz future.doc
310,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
414,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//stalactites.doc
453,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//key reaction.doc
77,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
673,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//New NZSO CEO 8May02.doc
661,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//Sargent gallery.doc
44,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//Waitangi day Atawhai opening.doc
461,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//mccarthyism.doc
659,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//Sarjeant gallery.doc
645,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//NZSafetyAwards15Aug.doc
675,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//supreme court.doc
303,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//080507 - new prison welcomed.doc
417,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//kiwisaver amendment.doc
602,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//Geographical Indications 04.DOC
400,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//taiwan national day.doc
307,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
399,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//dhb changes.doc
409,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//dhb changes draft.doc
419,/workshop-files//Speech notes - Fishermen's Daughters 2008.doc,/workshop-files//election date.doc
236,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//air nz future.doc
555,/workshop-files//Auckland roading projects start 21Nov03.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
453,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//stalactites.doc
415,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//key reaction.doc
663,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
61,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//New NZSO CEO 8May02.doc
51,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//Sargent gallery.doc
656,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//Waitangi day Atawhai opening.doc
419,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//mccarthyism.doc
54,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//Sarjeant gallery.doc
72,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//NZSafetyAwards15Aug.doc
244,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//supreme court.doc
546,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//080507 - new prison welcomed.doc
452,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//kiwisaver amendment.doc
144,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//Geographical Indications 04.DOC
420,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//taiwan national day.doc
513,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
446,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//dhb changes.doc
450,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//dhb changes draft.doc
461,/workshop-files//Auckland roading projects start 21Nov03.doc,/workshop-files//election date.doc
517,/workshop-files//air nz future.doc,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc"
441,/workshop-files//air nz future.doc,/workshop-files//stalactites.doc
429,/workshop-files//air nz future.doc,/workshop-files//key reaction.doc
666,/workshop-files//air nz future.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
205,/workshop-files//air nz future.doc,/workshop-files//New NZSO CEO 8May02.doc
227,/workshop-files//air nz future.doc,/workshop-files//Sargent gallery.doc
658,/workshop-files//air nz future.doc,/workshop-files//Waitangi day Atawhai opening.doc
435,/workshop-files//air nz future.doc,/workshop-files//mccarthyism.doc
228,/workshop-files//air nz future.doc,/workshop-files//Sarjeant gallery.doc
253,/workshop-files//air nz future.doc,/workshop-files//NZSafetyAwards15Aug.doc
45,/workshop-files//air nz future.doc,/workshop-files//supreme court.doc
511,/workshop-files//air nz future.doc,/workshop-files//080507 - new prison welcomed.doc
443,/workshop-files//air nz future.doc,/workshop-files//kiwisaver amendment.doc
274,/workshop-files//air nz future.doc,/workshop-files//Geographical Indications 04.DOC
461,/workshop-files//air nz future.doc,/workshop-files//taiwan national day.doc
535,/workshop-files//air nz future.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
441,/workshop-files//air nz future.doc,/workshop-files//dhb changes.doc
438,/workshop-files//air nz future.doc,/workshop-files//dhb changes draft.doc
446,/workshop-files//air nz future.doc,/workshop-files//election date.doc
482,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//stalactites.doc
420,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//key reaction.doc
256,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//Arts Pasifika Awards 2007 .doc
540,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//New NZSO CEO 8May02.doc
523,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//Sargent gallery.doc
284,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//Waitangi day Atawhai opening.doc
410,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//mccarthyism.doc
530,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//Sarjeant gallery.doc
551,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//NZSafetyAwards15Aug.doc
536,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//supreme court.doc
25,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//080507 - new prison welcomed.doc
487,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//kiwisaver amendment.doc
500,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//Geographical Indications 04.DOC
500,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//taiwan national day.doc
388,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//NZ Music Month quiz answers 2006.doc
482,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//dhb changes.doc
488,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//dhb changes draft.doc
489,"/workshop-files//081308 - Study shows, auckland packed with entrepreneurs.doc",/workshop-files//election date.doc
243,/workshop-files//stalactites.doc,/workshop-files//key reaction.doc
422,/workshop-files//stalactites.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
462,/workshop-files//stalactites.doc,/workshop-files//New NZSO CEO 8May02.doc
475,/workshop-files//stalactites.doc,/workshop-files//Sargent gallery.doc
402,/workshop-files//stalactites.doc,/workshop-files//Waitangi day Atawhai opening.doc
246,/workshop-files//stalactites.doc,/workshop-files//mccarthyism.doc
477,/workshop-files//stalactites.doc,/workshop-files//Sarjeant gallery.doc
452,/workshop-files//stalactites.doc,/workshop-files//NZSafetyAwards15Aug.doc
446,/workshop-files//stalactites.doc,/workshop-files//supreme court.doc
468,/workshop-files//stalactites.doc,/workshop-files//080507 - new prison welcomed.doc
14,/workshop-files//stalactites.doc,/workshop-files//kiwisaver amendment.doc
397,/workshop-files//stalactites.doc,/workshop-files//Geographical Indications 04.DOC
24,/workshop-files//stalactites.doc,/workshop-files//taiwan national day.doc
228,/workshop-files//stalactites.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
25,/workshop-files//stalactites.doc,/workshop-files//dhb changes.doc
16,/workshop-files//stalactites.doc,/workshop-files//dhb changes draft.doc
17,/workshop-files//stalactites.doc,/workshop-files//election date.doc
501,/workshop-files//key reaction.doc,/workshop-files//Arts Pasifika Awards 2007 .doc
471,/workshop-files//key reaction.doc,/workshop-files//New NZSO CEO 8May02.doc
420,/workshop-files//key reaction.doc,/workshop-files//Sargent gallery.doc
439,/workshop-files//key reaction.doc,/workshop-files//Waitangi day Atawhai opening.doc
11,/workshop-files//key reaction.doc,/workshop-files//mccarthyism.doc
445,/workshop-files//key reaction.doc,/workshop-files//Sarjeant gallery.doc
448,/workshop-files//key reaction.doc,/workshop-files//NZSafetyAwards15Aug.doc
433,/workshop-files//key reaction.doc,/workshop-files//supreme court.doc
419,/workshop-files//key reaction.doc,/workshop-files//080507 - new prison welcomed.doc
239,/workshop-files//key reaction.doc,/workshop-files//kiwisaver amendment.doc
427,/workshop-files//key reaction.doc,/workshop-files//Geographical Indications 04.DOC
226,/workshop-files//key reaction.doc,/workshop-files//taiwan national day.doc
281,/workshop-files//key reaction.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
204,/workshop-files//key reaction.doc,/workshop-files//dhb changes.doc
234,/workshop-files//key reaction.doc,/workshop-files//dhb changes draft.doc
242,/workshop-files//key reaction.doc,/workshop-files//election date.doc
627,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//New NZSO CEO 8May02.doc
659,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//Sargent gallery.doc
63,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//Waitangi day Atawhai opening.doc
470,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//mccarthyism.doc
631,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//Sarjeant gallery.doc
636,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//NZSafetyAwards15Aug.doc
651,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//supreme court.doc
261,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//080507 - new prison welcomed.doc
423,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//kiwisaver amendment.doc
551,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//Geographical Indications 04.DOC
416,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//taiwan national day.doc
334,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//NZ Music Month quiz answers 2006.doc
436,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//dhb changes.doc
417,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//dhb changes draft.doc
425,/workshop-files//Arts Pasifika Awards 2007 .doc,/workshop-files//election date.doc
65,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//Sargent gallery.doc
674,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//Waitangi day Atawhai opening.doc
477,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//mccarthyism.doc
59,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//Sarjeant gallery.doc
65,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//NZSafetyAwards15Aug.doc
205,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//supreme court.doc
536,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//080507 - new prison welcomed.doc
458,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//kiwisaver amendment.doc
121,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//Geographical Indications 04.DOC
452,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//taiwan national day.doc
521,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
471,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//dhb changes.doc
454,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//dhb changes draft.doc
469,/workshop-files//New NZSO CEO 8May02.doc,/workshop-files//election date.doc
649,/workshop-files//Sargent gallery.doc,/workshop-files//Waitangi day Atawhai opening.doc
427,/workshop-files//Sargent gallery.doc,/workshop-files//mccarthyism.doc
14,/workshop-files//Sargent gallery.doc,/workshop-files//Sarjeant gallery.doc
76,/workshop-files//Sargent gallery.doc,/workshop-files//NZSafetyAwards15Aug.doc
226,/workshop-files//Sargent gallery.doc,/workshop-files//supreme court.doc
527,/workshop-files//Sargent gallery.doc,/workshop-files//080507 - new prison welcomed.doc
467,/workshop-files//Sargent gallery.doc,/workshop-files//kiwisaver amendment.doc
134,/workshop-files//Sargent gallery.doc,/workshop-files//Geographical Indications 04.DOC
437,/workshop-files//Sargent gallery.doc,/workshop-files//taiwan national day.doc
509,/workshop-files//Sargent gallery.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
459,/workshop-files//Sargent gallery.doc,/workshop-files//dhb changes.doc
466,/workshop-files//Sargent gallery.doc,/workshop-files//dhb changes draft.doc
479,/workshop-files//Sargent gallery.doc,/workshop-files//election date.doc
443,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//mccarthyism.doc
645,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//Sarjeant gallery.doc
644,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//NZSafetyAwards15Aug.doc
643,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//supreme court.doc
285,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//080507 - new prison welcomed.doc
405,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//kiwisaver amendment.doc
597,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//Geographical Indications 04.DOC
397,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//taiwan national day.doc
299,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
390,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//dhb changes.doc
392,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//dhb changes draft.doc
403,/workshop-files//Waitangi day Atawhai opening.doc,/workshop-files//election date.doc
454,/workshop-files//mccarthyism.doc,/workshop-files//Sarjeant gallery.doc
454,/workshop-files//mccarthyism.doc,/workshop-files//NZSafetyAwards15Aug.doc
438,/workshop-files//mccarthyism.doc,/workshop-files//supreme court.doc
409,/workshop-files//mccarthyism.doc,/workshop-files//080507 - new prison welcomed.doc
242,/workshop-files//mccarthyism.doc,/workshop-files//kiwisaver amendment.doc
431,/workshop-files//mccarthyism.doc,/workshop-files//Geographical Indications 04.DOC
241,/workshop-files//mccarthyism.doc,/workshop-files//taiwan national day.doc
294,/workshop-files//mccarthyism.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
213,/workshop-files//mccarthyism.doc,/workshop-files//dhb changes.doc
235,/workshop-files//mccarthyism.doc,/workshop-files//dhb changes draft.doc
245,/workshop-files//mccarthyism.doc,/workshop-files//election date.doc
67,/workshop-files//Sarjeant gallery.doc,/workshop-files//NZSafetyAwards15Aug.doc
225,/workshop-files//Sarjeant gallery.doc,/workshop-files//supreme court.doc
532,/workshop-files//Sarjeant gallery.doc,/workshop-files//080507 - new prison welcomed.doc
